ID;Statut (Possédé / Recherche / Non possédé);Nom de l'Édition;Catégorie;Année;Pays / Région;Éditeur;Image / Visuel Boîte;État;Prix d'achat (€);Valeur estimée (€);Emplacement / Rangement;Description & Pions;Notes personnelles
mono-monopoly-city-of-lagos-edition;Non possédé;Monopoly City of Lagos Edition;Variantes & Règles Spéciales;2010;Monde;Hasbro;images/box_mono-monopoly-city-of-lagos-edition.jpg;;;;;Édition Monopoly City of Lagos Edition éditée par Hasbro.;
mono-monopoly-cityville-monopoly;Non possédé;Monopoly Cityville Monopoly;Variantes & Règles Spéciales;2010;Monde;Hasbro;images/box_mono-monopoly-cityville-monopoly.jpg;;;;;Édition Monopoly Cityville Monopoly éditée par Hasbro.;
mono-monopoly-classic-edition;Non possédé;Monopoly Classic Edition;Classique & Anniversaire;2010;Monde;Hasbro;images/box_mono-monopoly-classic-edition.jpg;;;;;Édition Monopoly Classic Edition éditée par Hasbro.;
mono-fr-standard;Non possédé;Monopoly Classique Standard (Rues de Paris);Classique & Anniversaire;2008;France;Hasbro;images/mono-fr-standard.jpg;;;;;L'édition de référence avec le plateau français moderne (Belleville à Rue de la Paix) et pions modernes.;
mono-ville-clermont;Non possédé;Monopoly Clermont-Ferrand;Villes & Régions (France);2007;France;Winning Moves;;;;;;Place de Jaude, Cathédrale Notre-Dame-de-l'Assomption en pierre de lave, Puy de Dôme et Michelin.;
mono-monopoly-cleveland-edition;Non possédé;Monopoly Cleveland Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-cleveland-edition.png;;;;;Édition Monopoly Cleveland Edition éditée par Hasbro.;
mono-monopoly-clintonopoly;Non possédé;Monopoly Clintonopoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-clintonopoly.jpg;;;;;Édition Monopoly Clintonopoly éditée par Hasbro.;
mono-monopoly-club-wydnham-edition;Non possédé;Monopoly Club Wydnham Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Club Wydnham Edition éditée par Hasbro.;
mono-monopoly-club-wyndham-deluxe-edition;Non possédé;Monopoly Club Wyndham Deluxe Edition;Classique & Anniversaire;2010;Monde;Hasbro;images/box_mono-monopoly-club-wyndham-deluxe-edition.png;;;;;Édition Monopoly Club Wyndham Deluxe Edition éditée par Hasbro.;
mono-monopoly-club-wyndham-edition;Non possédé;Monopoly Club Wyndham Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-club-wyndham-edition.png;;;;;Édition Monopoly Club Wyndham Edition éditée par Hasbro.;
mono-monopoly-coca-cola-125th-anniversary-collector-s-e;Non possédé;Monopoly Coca-Cola 125th Anniversary Collector's Edition;Variantes & Règles Spéciales;2010;USA;USAopoly / The Op;images/box_mono-monopoly-coca-cola-125th-anniversary-collector-s-e.jpg;;;;;Édition Monopoly Coca-Cola 125th Anniversary Collector's Edition éditée par USAopoly / The Op.;
mono-monopoly-coca-cola-125th-anniversary-edition;Non possédé;Monopoly Coca-Cola 125th Anniversary Edition;Marques & Sports;2010;Monde;Hasbro;;;;;;Édition Monopoly Coca-Cola 125th Anniversary Edition éditée par Hasbro.;
mono-monopoly-coca-cola-125th-anniversary-edition-1;Non possédé;Monopoly Coca-Cola 125th anniversary Edition;Marques & Sports;2010;Monde;Hasbro;;;;;;Édition Monopoly Coca-Cola 125th anniversary Edition éditée par Hasbro.;
mono-brand-cocacola;Non possédé;Monopoly Coca-Cola Collector's Edition;Marques & Sports;1999;Monde;USAopoly;images/box_mono-brand-cocacola.jpg;;;;;Bouteille galbée contour historique, camion de Noël, ours polaire Coca-Cola et distributeur vintage.;
mono-monopoly-cocktail-opoly;Non possédé;Monopoly Cocktail-opoly;Variantes & Règles Spéciales;2010;Monde;Hasbro;images/box_mono-monopoly-cocktail-opoly.jpg;;;;;Édition Monopoly Cocktail-opoly éditée par Hasbro.;
mono-monopoly-color-set;Non possédé;Monopoly Color Set;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Color Set éditée par Hasbro.;
mono-monopoly-colorado-springs-edition;Non possédé;Monopoly Colorado Springs Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-colorado-springs-edition.png;;;;;Édition Monopoly Colorado Springs Edition éditée par Hasbro.;
mono-monopoly-communications-company;Non possédé;Monopoly Communications Company;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-communications-company.png;;;;;Édition Monopoly Communications Company éditée par Hasbro.;
mono-monopoly-competitor-cards;Non possédé;Monopoly Competitor Cards;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Competitor Cards éditée par Hasbro.;
mono-monopoly-cornwall-edition;Non possédé;Monopoly Cornwall Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Cornwall Edition éditée par Hasbro.;
mono-monopoly-coronation-street-edition;Non possédé;Monopoly Coronation Street Edition;Variantes & Règles Spéciales;2000;Monde;Hasbro;images/box_mono-monopoly-coronation-street-edition.jpg;;;;;Édition Monopoly Coronation Street Edition éditée par Hasbro.;
mono-monopoly-corpus-christi-edition;Non possédé;Monopoly Corpus Christi Edition;Éditions Spéciales & Thématiques;2010;USA;Hasbro;images/box_mono-monopoly-corpus-christi-edition.png;;;;;Édition Monopoly Corpus Christi Edition éditée par Hasbro.;
mono-region-corse;Non possédé;Monopoly Corse;Villes & Régions (France);2004;France;Winning Moves;;;;;;Falaises de Bonifacio, Calanques de Piana, Ajaccio, Bastia, Île Rousse et plages sauvages.;
mono-monopoly-corvette-50th-anniversary-collector-s-edi;Non possédé;Monopoly Corvette 50th Anniversary Collector's Edition;Marques & Sports;2010;Monde;Hasbro;images/box_mono-monopoly-corvette-50th-anniversary-collector-s-edi.jpg;;;;;Édition Monopoly Corvette 50th Anniversary Collector's Edition éditée par Hasbro.;
mono-monopoly-corvette-edition;Non possédé;Monopoly Corvette Edition;Marques & Sports;2010;Monde;Hasbro;images/box_mono-monopoly-corvette-edition.jpg;;;;;Édition Monopoly Corvette Edition éditée par Hasbro.;
mono-sport-fifa-world-cup;Non possédé;Monopoly Coupe du Monde FIFA (World Cup);Marques & Sports;2006;Monde / France;Hasbro;;;;;;Les plus grandes nations du football mondial, stades légendaires et pion Trophée de la Coupe du Monde.;
mono-monopoly-coventry-edition;Non possédé;Monopoly Coventry Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-coventry-edition.jpg;;;;;Édition Monopoly Coventry Edition éditée par Hasbro.;
mono-vg-crash-bandicoot;Non possédé;Monopoly Crash Bandicoot;Jeux Vidéo;2020;Monde;Winning Moves;;;;;;Les Îles Wumpa, la forteresse du Dr. Neo Cortex, pions masque Aku Aku, caisse TNT et fruit Wumpa.;
mono-monopoly-crazy-cash;Non possédé;Monopoly Crazy Cash;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-crazy-cash.jpg;;;;;Édition Monopoly Crazy Cash éditée par Hasbro.;
mono-monopoly-croatian-edition;Non possédé;Monopoly Croatian Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-croatian-edition.jpg;;;;;Édition Monopoly Croatian Edition éditée par Hasbro.;
mono-monopoly-crooked-cash-edition;Non possédé;Monopoly Crooked Cash Edition;Variantes & Règles Spéciales;2010;Monde;Hasbro;images/box_mono-monopoly-crooked-cash-edition.png;;;;;Édition Monopoly Crooked Cash Edition éditée par Hasbro.;
mono-monopoly-curb-your-enthusiasm-edition;Non possédé;Monopoly Curb Your Enthusiasm Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-curb-your-enthusiasm-edition.png;;;;;Édition Monopoly Curb Your Enthusiasm Edition éditée par Hasbro.;
mono-vg-cyberpunk;Non possédé;Monopoly Cyberpunk 2077;Jeux Vidéo;2021;Monde;Winning Moves;;;;;;Explorez Night City, les corporations Arasaka et Militech, Watson et Westbrook avec Johnny Silverhand.;
mono-monopoly-cyclone-opoly;Non possédé;Monopoly Cyclone-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-cyclone-opoly.jpg;;;;;Édition Monopoly Cyclone-opoly éditée par Hasbro.;
mono-region-cevennes;Non possédé;Monopoly Cévennes;Villes & Régions (France);2015;France;Winning Moves;;;;;;Parc national des Cévennes, Gorges du Tarn, Mont Aigoual, Bambouseraie d'Anduze et châtaigniers.;
mono-monopoly-diy-opoly;Non possédé;Monopoly DIY-opoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-diy-opoly.jpg;;;;;Édition Monopoly DIY-opoly éditée par Hasbro.;
mono-monopoly-dale-earnhardt-collector-s-edition;Non possédé;Monopoly Dale Earnhardt Collector's Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-dale-earnhardt-collector-s-edition.jpg;;;;;Édition Monopoly Dale Earnhardt Collector's Edition éditée par Hasbro.;
mono-monopoly-dale-earnhardt-edition;Non possédé;Monopoly Dale Earnhardt Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Dale Earnhardt Edition éditée par Hasbro.;
mono-monopoly-dark-blue-color-group-properties;Non possédé;Monopoly Dark Blue Color Group Properties;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-dark-blue-color-group-properties.jpg;;;;;Édition Monopoly Dark Blue Color Group Properties éditée par Hasbro.;
mono-monopoly-dark-purple-color-group-properties;Non possédé;Monopoly Dark Purple Color Group Properties;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Dark Purple Color Group Properties éditée par Hasbro.;
mono-music-bowie;Non possédé;Monopoly David Bowie;Musique & Groupes;2021;Monde;Winning Moves;images/mono-music-bowie.webp;;;;;Ziggy Stardust, Aladdin Sane, Heroes, Blackstar, pions éclair emblématique, cravate, chapeau de feutre.;
mono-monopoly-david-bowie-edition;Non possédé;Monopoly David Bowie Edition;Musique & Groupes;2010;Monde;Hasbro;images/box_mono-monopoly-david-bowie-edition.png;;;;;Édition Monopoly David Bowie Edition éditée par Hasbro.;
mono-monopoly-dawgopoly;Non possédé;Monopoly Dawgopoly;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-dawgopoly.jpg;;;;;Édition Monopoly Dawgopoly éditée par Hasbro.;
mono-monopoly-deal;Non possédé;Monopoly Deal;Variantes & Règles Spéciales;2008;Monde;Hasbro;images/box_mono-monopoly-deal.jpg;;;;;Édition Monopoly Deal éditée par Hasbro.;
mono-deal-card;Non possédé;Monopoly Deal (Jeu de Cartes);Variantes & Règles Spéciales;2008;France / Monde;Hasbro;;;;;;Format jeu de cartes rapide (15 min) extrêmement populaire, volez des propriétés et complétez 3 groupes.;
mono-monopoly-deal-card-game;Non possédé;Monopoly Deal Card Game;Variantes & Règles Spéciales;2010;Monde;Hasbro;;;;;;Édition Monopoly Deal Card Game éditée par Hasbro.;
mono-manga-death-note;Non possédé;Monopoly Death Note;Anime & Manga;2019;Monde;Winning Moves;;;;;;La confrontation psychologique culte entre Light Yagami (Kira) et L, pions cahier Death Note, pomme de Ryuk.;
mono-deluxe-1995;Non possédé;Monopoly Deluxe Edition;Classique & Anniversaire;1995;Monde;Parker Brothers;images/box_mono-deluxe-1995.jpg;;;;;Boîte dorée avec plateau feutrine, socles en bois pour maisons et hôtels, billets dorés et carrousel à billets.;
mono-monopoly-deluxe-edition-german;Non possédé;Monopoly Deluxe Edition (German);Classique & Anniversaire;2010;Allemagne;Hasbro;images/box_mono-monopoly-deluxe-edition-german.jpg;;;;;Édition Monopoly Deluxe Edition (German) éditée par Hasbro.;
mono-monopoly-deluxe-monopoly;Non possédé;Monopoly Deluxe Monopoly;Classique & Anniversaire;2010;Monde;Hasbro;;;;;;Édition Monopoly Deluxe Monopoly éditée par Hasbro.;
mono-monopoly-deluxe-monopoly-franklin-mint;Non possédé;Monopoly Deluxe Monopoly (Franklin Mint);Classique & Anniversaire;2010;Monde;Franklin Mint;images/box_mono-monopoly-deluxe-monopoly-franklin-mint.jpg;;;;;Édition Monopoly Deluxe Monopoly (Franklin Mint) éditée par Franklin Mint.;
mono-monopoly-deluxe-in-brown-wooden-case;Non possédé;Monopoly Deluxe in brown wooden case;Classique & Anniversaire;2010;Monde;Hasbro;;;;;;Édition Monopoly Deluxe in brown wooden case éditée par Hasbro.;
mono-monopoly-demon-slayer-edition;Non possédé;Monopoly Demon Slayer Edition;Anime & Manga;2010;Monde;Hasbro;images/box_mono-monopoly-demon-slayer-edition.jpg;;;;;Édition Monopoly Demon Slayer Edition éditée par Hasbro.;
mono-monopoly-denton-edition;Non possédé;Monopoly Denton Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-denton-edition.png;;;;;Édition Monopoly Denton Edition éditée par Hasbro.;
mono-monopoly-des-moines-edition;Non possédé;Monopoly Des Moines Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-des-moines-edition.png;;;;;Édition Monopoly Des Moines Edition éditée par Hasbro.;
mono-monopoly-despicable-me-edition;Non possédé;Monopoly Despicable Me Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-despicable-me-edition.jpg;;;;;Édition Monopoly Despicable Me Edition éditée par Hasbro.;
mono-monopoly-detroit-edition;Non possédé;Monopoly Detroit Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-detroit-edition.png;;;;;Édition Monopoly Detroit Edition éditée par Hasbro.;
mono-monopoly-diamond-hills;Non possédé;Monopoly Diamond Hills;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-diamond-hills.jpg;;;;;Édition Monopoly Diamond Hills éditée par Hasbro.;
mono-monopoly-diced;Non possédé;Monopoly Diced!;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Diced! éditée par Hasbro.;
mono-monopoly-die;Non possédé;Monopoly Die;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;;;;;;Édition Monopoly Die éditée par Hasbro.;
mono-ville-dijon;Non possédé;Monopoly Dijon;Villes & Régions (France);2006;France;Winning Moves;;;;;;Palais des Ducs de Bourgogne, Tour Philippe le Bon, Rue des Forges, chouette de Notre-Dame et moutarde.;
mono-monopoly-dino-opoly;Non possédé;Monopoly Dino-opoly;Variantes & Règles Spéciales;2004;Monde;Hasbro;images/box_mono-monopoly-dino-opoly.jpg;;;;;Édition Monopoly Dino-opoly éditée par Hasbro.;
mono-monopoly-dinosaur-edition;Non possédé;Monopoly Dinosaur Edition;Variantes & Règles Spéciales;2010;USA;USAopoly / The Op;images/box_mono-monopoly-dinosaur-edition.jpg;;;;;Édition Monopoly Dinosaur Edition éditée par USAopoly / The Op.;
mono-monopoly-discotheken-edition;Non possédé;Monopoly Discotheken Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-discotheken-edition.png;;;;;Édition Monopoly Discotheken Edition éditée par Hasbro.;
mono-monopoly-discover-edition;Non possédé;Monopoly Discover Edition;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-discover-edition.png;;;;;Édition Monopoly Discover Edition éditée par Hasbro.;
mono-monopoly-disney-channel-junior-edition;Non possédé;Monopoly Disney Channel Junior Edition;Junior & Enfants;2010;Monde;Hasbro;images/box_mono-monopoly-disney-channel-junior-edition.jpg;;;;;Édition Monopoly Disney Channel Junior Edition éditée par Hasbro.;
mono-pop-disney-classics;Non possédé;Monopoly Disney Classics;Films & Séries;2002;Monde / France;Hasbro;;;;;;Tous les grands classiques Disney de Blanche-Neige au Roi Lion avec pions sculptés dorés des héros féeriques.;
mono-monopoly-disney-edition;Non possédé;Monopoly Disney Edition;Variantes & Règles Spéciales;2001;Monde;Hasbro;images/box_mono-monopoly-disney-edition.jpg;;;;;Édition Monopoly Disney Edition éditée par Hasbro.;
mono-monopoly-disney-pixar-cars-2-edition;Non possédé;Monopoly Disney Pixar Cars 2 Edition;Films & Séries;2010;Monde;Hasbro;images/box_mono-monopoly-disney-pixar-cars-2-edition.jpg;;;;;Édition Monopoly Disney Pixar Cars 2 Edition éditée par Hasbro.;
mono-monopoly-disney-pixar-edition;Non possédé;Monopoly Disney Pixar Edition;Variantes & Règles Spéciales;2005;Monde;Hasbro;images/box_mono-monopoly-disney-pixar-edition.jpg;;;;;Édition Monopoly Disney Pixar Edition éditée par Hasbro.;
mono-monopoly-disney-princess-junior-edition;Non possédé;Monopoly Disney Princess Junior Edition;Junior & Enfants;2010;Monde;Hasbro;images/box_mono-monopoly-disney-princess-junior-edition.jpg;;;;;Édition Monopoly Disney Princess Junior Edition éditée par Hasbro.;
mono-pop-disney-villains;Non possédé;Monopoly Disney Villains (Les Méchants);Films & Séries;2020;Monde / France;Hasbro;images/mono-pop-disney-villains.jpg;;;;;Incarnez Maléfique, Ursula, Scar, Jafar, Capitaine Crochet ou Cruella d'Enfer avec leurs cartes Pouvoir.;
mono-monopoly-disney-villains-collector-s-edition;Non possédé;Monopoly Disney Villains Collector's Edition;Films & Séries;2010;Monde;Hasbro;images/box_mono-monopoly-disney-villains-collector-s-edition.jpg;;;;;Édition Monopoly Disney Villains Collector's Edition éditée par Hasbro.;
mono-monopoly-district;Non possédé;Monopoly District;Éditions Spéciales & Thématiques;2010;Monde;Hasbro;images/box_mono-monopoly-district.png;;;;;Édition Monopoly District éditée par Hasbro.;
mono-pop-doctor-who;Non possédé;Monopoly Doctor Who (50th Anniversary);Films & Séries;2013;Royaume-Uni / Monde;Winning Moves;images/mono-pop-doctor-who.jpg;;;;;Voyagez à travers l'espace et le temps avec le TARDIS, le Tournevis sonique, les Daleks et les Cybermen.;
mono-monopoly-doctor-who-50th-anniversary-collector-s-e;Non possédé;Monopoly Doctor Who 50th Anniversary Collector's Edition;Variantes & Règles Spéciales;2013;USA;Winning Moves;images/box_mono-monopoly-doctor-who-50th-anniversary-collector-s-e.jpg;;;;;Édition Monopoly Doctor Who 50th Anniversary Collector's Edition éditée par Winning Moves.;
mono-monopoly-doctor-who-50th-anniversary-edition;Non possédé;Monopoly Doctor Who 50th Anniversary Edition;Films & Séries;2010;Monde;Hasbro;;;;;;Édition Monopoly Doctor Who 50th Anniversary Edition éditée par Hasbro.;
